Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Segment,Country,City,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
IN-2020-101943,2020-11-14,2020-11-15,CUST-0096,Customer 0096,Corporate,India,Jaipur,North,Tec-Cop-442,Technology,Copiers,Copiers Item 28,42529.96,8,0.1,7088.33
IN-2022-104837,2020-11-15,2020-11-17,CUST-0113,Customer 0113,Home Office,India,Ahmedabad,West,Fur-Tab-216,Furniture,Tables,Tables Item 20,10118.99,3,0.1,-562.17
IN-2019-103431,2020-11-15,2020-11-17,CUST-0116,Customer 0116,Corporate,India,Lucknow,North,Tec-Acc-490,Technology,Accessories,Accessories Item 6,13898.76,2,0.2,868.67
IN-2020-104022,2020-11-15,2020-11-21,CUST-0229,Customer 0229,Home Office,India,Ahmedabad,West,Fur-Cha-419,Furniture,Chairs,Chairs Item 23,24217.97,3,0.1,-1345.44
IN-2022-101543,2020-11-15,2020-11-16,CUST-0101,Customer 0101,Home Office,India,Surat,West,Tec-Mac-942,Technology,Machines,Machines Item 3,43042.27,3,0.1,7173.71
IN-2019-101708,2020-11-15,2020-11-22,CUST-0168,Customer 0168,Home Office,India,Bangalore,South,Fur-Tab-355,Furniture,Tables,Tables Item 3,43202.99,3,0.0,2160.15
IN-2020-100063,2020-11-15,2020-11-19,CUST-0487,Customer 0487,Consumer,India,Mumbai,West,Tec-Mac-657,Technology,Machines,Machines Item 42,28359.61,6,0.2,1772.48
IN-2020-102630,2020-11-16,2020-11-21,CUST-0211,Customer 0211,Consumer,India,Lucknow,North,Off-Bin-947,Office Supplies,Binders,Binders Item 42,1105.75,3,0.0,165.86
IN-2021-100427,2020-11-16,2020-11-20,CUST-0012,Customer 0012,Consumer,India,Chandigarh,North,Tec-Cop-596,Technology,Copiers,Copiers Item 31,16107.26,1,0.1,2684.54
IN-2019-103624,2020-11-16,2020-11-19,CUST-0382,Customer 0382,Consumer,India,Jaipur,North,Tec-Pho-106,Technology,Phones,Phones Item 24,46507.4,4,0.0,11626.85
IN-2020-100149,2020-11-17,2020-11-21,CUST-0179,Customer 0179,Corporate,India,Jaipur,North,Off-Sto-407,Office Supplies,Storage,Storage Item 3,1017.4,2,0.2,-63.59
IN-2020-103683,2020-11-17,2020-11-24,CUST-0382,Customer 0382,Consumer,India,Mumbai,West,Off-Bin-476,Office Supplies,Binders,Binders Item 48,15399.86,10,0.0,2309.98
IN-2021-101087,2020-11-17,2020-11-22,CUST-0246,Customer 0246,Consumer,India,Ahmedabad,West,Off-Pap-987,Office Supplies,Paper,Paper Item 4,7279.35,2,0.0,1091.9
IN-2019-100075,2020-11-17,2020-11-22,CUST-0427,Customer 0427,Home Office,India,Mumbai,West,Off-Sto-546,Office Supplies,Storage,Storage Item 2,21032.78,8,0.1,1168.49
IN-2022-101929,2020-11-17,2020-11-23,CUST-0473,Customer 0473,Consumer,India,Kochi,South,Off-Art-496,Office Supplies,Art,Art Item 29,6097.73,3,0.0,914.66
IN-2019-100583,2020-11-17,2020-11-20,CUST-0138,Customer 0138,Home Office,India,Kochi,South,Tec-Acc-104,Technology,Accessories,Accessories Item 27,4186.36,1,0.2,261.65
IN-2020-104999,2020-11-17,2020-11-19,CUST-0446,Customer 0446,Corporate,India,Pune,West,Tec-Pho-922,Technology,Phones,Phones Item 47,18850.62,1,0.0,4712.65
IN-2022-103675,2020-11-18,2020-11-25,CUST-0392,Customer 0392,Corporate,India,Chennai,South,Off-Pap-742,Office Supplies,Paper,Paper Item 38,4781.1,10,0.1,265.62
IN-2020-100566,2020-11-18,2020-11-19,CUST-0034,Customer 0034,Consumer,India,Guwahati,East,Fur-Tab-753,Furniture,Tables,Tables Item 3,52907.83,4,0.1,-2939.32
IN-2020-100544,2020-11-19,2020-11-23,CUST-0045,Customer 0045,Consumer,India,Delhi,North,Fur-Tab-297,Furniture,Tables,Tables Item 46,23787.48,8,0.0,1189.37
IN-2021-103917,2020-11-19,2020-11-22,CUST-0141,Customer 0141,Consumer,India,Kochi,South,Fur-Tab-261,Furniture,Tables,Tables Item 28,17730.27,5,0.1,-985.01
IN-2019-102374,2020-11-19,2020-11-20,CUST-0100,Customer 0100,Home Office,India,Chandigarh,North,Fur-Cha-449,Furniture,Chairs,Chairs Item 48,77799.89,7,0.1,-4322.22
IN-2021-103087,2020-11-19,2020-11-23,CUST-0455,Customer 0455,Consumer,India,Ahmedabad,West,Fur-Tab-793,Furniture,Tables,Tables Item 43,57817.64,6,0.0,2890.88
IN-2020-103007,2020-11-19,2020-11-23,CUST-0267,Customer 0267,Corporate,India,Bhubaneswar,East,Off-Bin-151,Office Supplies,Binders,Binders Item 1,3463.35,1,0.0,519.5
IN-2020-100260,2020-11-20,2020-11-22,CUST-0233,Customer 0233,Corporate,India,Guwahati,East,Fur-Boo-618,Furniture,Bookcases,Bookcases Item 7,41941.97,9,0.2,-7864.12
IN-2022-101214,2020-11-20,2020-11-24,CUST-0046,Customer 0046,Consumer,India,Mumbai,West,Tec-Cop-275,Technology,Copiers,Copiers Item 11,13274.71,2,0.0,3318.68
IN-2020-104020,2020-11-21,2020-11-23,CUST-0369,Customer 0369,Corporate,India,Jaipur,North,Off-Bin-813,Office Supplies,Binders,Binders Item 12,1818.84,1,0.1,101.05
IN-2020-101679,2020-11-21,2020-11-24,CUST-0441,Customer 0441,Corporate,India,Patna,East,Tec-Cop-268,Technology,Copiers,Copiers Item 39,65699.85,7,0.1,10949.97
IN-2020-102655,2020-11-21,2020-11-22,CUST-0294,Customer 0294,Corporate,India,Delhi,North,Fur-Cha-285,Furniture,Chairs,Chairs Item 4,30052.31,4,0.1,-1669.57
IN-2021-102101,2020-11-21,2020-11-26,CUST-0234,Customer 0234,Home Office,India,Pune,West,Off-Pap-506,Office Supplies,Paper,Paper Item 28,33195.45,10,0.0,4979.32
IN-2019-100783,2020-11-22,2020-11-28,CUST-0115,Customer 0115,Consumer,India,Kolkata,East,Fur-Boo-168,Furniture,Bookcases,Bookcases Item 12,115550.88,9,0.1,-6419.49
IN-2021-101636,2020-11-22,2020-11-27,CUST-0395,Customer 0395,Home Office,India,Kochi,South,Tec-Acc-461,Technology,Accessories,Accessories Item 13,77503.27,7,0.1,12917.21
IN-2020-100016,2020-11-22,2020-11-28,CUST-0154,Customer 0154,Corporate,India,Bangalore,South,Fur-Boo-736,Furniture,Bookcases,Bookcases Item 37,7633.61,2,0.2,-1431.3
IN-2022-104876,2020-11-22,2020-11-27,CUST-0147,Customer 0147,Corporate,India,Hyderabad,South,Off-Pap-491,Office Supplies,Paper,Paper Item 17,11578.54,3,0.1,643.25
IN-2020-102293,2020-11-22,2020-11-28,CUST-0243,Customer 0243,Home Office,India,Kolkata,East,Tec-Acc-115,Technology,Accessories,Accessories Item 28,107461.07,10,0.0,26865.27
IN-2021-104839,2020-11-22,2020-11-23,CUST-0479,Customer 0479,Consumer,India,Surat,West,Fur-Tab-924,Furniture,Tables,Tables Item 10,41262.03,5,0.2,-7736.63
IN-2019-103135,2020-11-22,2020-11-26,CUST-0415,Customer 0415,Consumer,India,Bangalore,South,Tec-Mac-984,Technology,Machines,Machines Item 8,59427.59,7,0.0,14856.9
IN-2022-101503,2020-11-22,2020-11-29,CUST-0380,Customer 0380,Consumer,India,Jaipur,North,Off-Art-719,Office Supplies,Art,Art Item 29,5074.7,10,0.1,281.93
IN-2020-102260,2020-11-22,2020-11-29,CUST-0335,Customer 0335,Corporate,India,Mumbai,West,Off-Sto-689,Office Supplies,Storage,Storage Item 27,13582.87,8,0.1,754.6
IN-2019-101918,2020-11-22,2020-11-23,CUST-0160,Customer 0160,Home Office,India,Pune,West,Off-Bin-417,Office Supplies,Binders,Binders Item 30,1050.01,8,0.0,157.5
IN-2020-103800,2020-11-23,2020-11-28,CUST-0106,Customer 0106,Corporate,India,Guwahati,East,Off-Bin-745,Office Supplies,Binders,Binders Item 19,7054.87,2,0.0,1058.23
IN-2020-103242,2020-11-23,2020-11-30,CUST-0279,Customer 0279,Corporate,India,Ahmedabad,West,Off-Sto-889,Office Supplies,Storage,Storage Item 18,3588.78,1,0.1,199.38
IN-2021-104125,2020-11-23,2020-11-30,CUST-0002,Customer 0002,Consumer,India,Pune,West,Fur-Cha-890,Furniture,Chairs,Chairs Item 10,28391.99,4,0.1,-1577.33
IN-2021-103570,2020-11-23,2020-11-26,CUST-0131,Customer 0131,Corporate,India,Jaipur,North,Off-Sto-972,Office Supplies,Storage,Storage Item 23,6063.66,10,0.2,-378.98
IN-2019-101740,2020-11-24,2020-11-28,CUST-0203,Customer 0203,Home Office,India,Chandigarh,North,Fur-Fur-620,Furniture,Furnishings,Furnishings Item 20,4174.55,2,0.0,208.73
IN-2019-103658,2020-11-24,2020-11-25,CUST-0012,Customer 0012,Home Office,India,Surat,West,Tec-Acc-518,Technology,Accessories,Accessories Item 47,17240.6,3,0.1,2873.43
IN-2022-102468,2020-11-24,2020-11-27,CUST-0319,Customer 0319,Corporate,India,Bhubaneswar,East,Off-Bin-387,Office Supplies,Binders,Binders Item 45,540.95,1,0.1,30.05
IN-2019-102532,2020-11-24,2020-11-26,CUST-0302,Customer 0302,Home Office,India,Hyderabad,South,Fur-Cha-445,Furniture,Chairs,Chairs Item 1,55921.61,7,0.2,-10485.3
IN-2021-103250,2020-11-24,2020-11-25,CUST-0441,Customer 0441,Home Office,India,Pune,West,Fur-Boo-756,Furniture,Bookcases,Bookcases Item 33,4343.73,1,0.5,-3909.35
IN-2019-103112,2020-11-25,2020-12-02,CUST-0275,Customer 0275,Consumer,India,Patna,East,Fur-Tab-108,Furniture,Tables,Tables Item 39,17591.92,8,0.0,879.6
IN-2022-100295,2020-11-25,2020-11-27,CUST-0247,Customer 0247,Home Office,India,Jaipur,North,Tec-Acc-674,Technology,Accessories,Accessories Item 40,78243.19,9,0.0,19560.8
IN-2020-102050,2020-11-25,2020-11-28,CUST-0154,Customer 0154,Corporate,India,Lucknow,North,Tec-Cop-581,Technology,Copiers,Copiers Item 6,34156.13,2,0.0,8539.03
IN-2021-101652,2020-11-25,2020-11-30,CUST-0424,Customer 0424,Corporate,India,Delhi,North,Fur-Boo-470,Furniture,Bookcases,Bookcases Item 29,24966.11,4,0.0,1248.31
IN-2022-103227,2020-11-25,2020-11-28,CUST-0151,Customer 0151,Home Office,India,Jaipur,North,Off-Bin-103,Office Supplies,Binders,Binders Item 41,33647.03,9,0.0,5047.05
IN-2021-100088,2020-11-25,2020-12-01,CUST-0241,Customer 0241,Corporate,India,Kolkata,East,Fur-Fur-320,Furniture,Furnishings,Furnishings Item 10,80315.07,9,0.1,-4461.95
IN-2019-100123,2020-11-25,2020-11-27,CUST-0393,Customer 0393,Home Office,India,Surat,West,Off-Bin-559,Office Supplies,Binders,Binders Item 25,30697.19,7,0.0,4604.58
IN-2022-102801,2020-11-25,2020-11-27,CUST-0402,Customer 0402,Corporate,India,Pune,West,Tec-Acc-748,Technology,Accessories,Accessories Item 2,96937.62,7,0.2,6058.6
IN-2021-103842,2020-11-26,2020-11-30,CUST-0120,Customer 0120,Corporate,India,Kolkata,East,Tec-Acc-195,Technology,Accessories,Accessories Item 21,158723.58,8,0.0,39680.89
IN-2020-102563,2020-11-26,2020-12-03,CUST-0250,Customer 0250,Consumer,India,Pune,West,Fur-Boo-979,Furniture,Bookcases,Bookcases Item 46,94304.29,8,0.1,-5239.13
IN-2020-101150,2020-11-26,2020-12-02,CUST-0230,Customer 0230,Corporate,India,Chennai,South,Off-Bin-749,Office Supplies,Binders,Binders Item 43,14925.19,4,0.0,2238.78
IN-2019-104941,2020-11-26,2020-12-03,CUST-0425,Customer 0425,Home Office,India,Delhi,North,Off-Art-515,Office Supplies,Art,Art Item 41,8326.55,2,0.0,1248.98
IN-2022-100364,2020-11-26,2020-12-02,CUST-0042,Customer 0042,Home Office,India,Mumbai,West,Tec-Mac-152,Technology,Machines,Machines Item 8,73387.04,7,0.0,18346.76
IN-2021-101804,2020-11-26,2020-12-02,CUST-0367,Customer 0367,Corporate,India,Jaipur,North,Tec-Acc-391,Technology,Accessories,Accessories Item 20,144664.58,8,0.0,36166.14
IN-2020-104278,2020-11-26,2020-12-01,CUST-0382,Customer 0382,Home Office,India,Kolkata,East,Off-Bin-721,Office Supplies,Binders,Binders Item 46,1804.21,2,0.2,-112.76
IN-2021-101852,2020-11-26,2020-12-03,CUST-0457,Customer 0457,Home Office,India,Chennai,South,Off-Art-790,Office Supplies,Art,Art Item 35,23949.59,8,0.1,1330.53
IN-2019-104543,2020-11-26,2020-11-30,CUST-0484,Customer 0484,Consumer,India,Chennai,South,Fur-Fur-217,Furniture,Furnishings,Furnishings Item 28,41436.82,9,0.0,2071.84
IN-2022-101983,2020-11-27,2020-11-29,CUST-0023,Customer 0023,Corporate,India,Chennai,South,Off-Pap-354,Office Supplies,Paper,Paper Item 6,6152.71,3,0.0,922.91
IN-2021-103125,2020-11-27,2020-11-29,CUST-0497,Customer 0497,Home Office,India,Hyderabad,South,Tec-Cop-173,Technology,Copiers,Copiers Item 20,32599.73,2,0.0,8149.93
IN-2022-101156,2020-11-27,2020-12-04,CUST-0345,Customer 0345,Consumer,India,Jaipur,North,Fur-Boo-552,Furniture,Bookcases,Bookcases Item 41,103799.94,9,0.1,-5766.66
IN-2022-104378,2020-11-27,2020-11-30,CUST-0478,Customer 0478,Corporate,India,Lucknow,North,Fur-Cha-784,Furniture,Chairs,Chairs Item 27,82324.42,7,0.2,-15435.83
IN-2020-104153,2020-11-28,2020-12-03,CUST-0160,Customer 0160,Consumer,India,Ahmedabad,West,Off-Bin-388,Office Supplies,Binders,Binders Item 25,29386.87,10,0.0,4408.03
IN-2022-100032,2020-11-28,2020-12-02,CUST-0094,Customer 0094,Consumer,India,Hyderabad,South,Fur-Boo-434,Furniture,Bookcases,Bookcases Item 22,80447.66,7,0.2,-15083.94
IN-2020-103391,2020-11-28,2020-12-02,CUST-0226,Customer 0226,Corporate,India,Patna,East,Off-Pap-809,Office Supplies,Paper,Paper Item 28,4797.46,5,0.0,719.62
IN-2019-100962,2020-11-28,2020-12-05,CUST-0277,Customer 0277,Consumer,India,Pune,West,Tec-Mac-518,Technology,Machines,Machines Item 2,50601.75,6,0.0,12650.44
IN-2019-100710,2020-11-28,2020-11-30,CUST-0205,Customer 0205,Corporate,India,Lucknow,North,Off-Art-799,Office Supplies,Art,Art Item 7,15046.65,7,0.0,2257.0
IN-2021-103301,2020-12-01,2020-12-06,CUST-0360,Customer 0360,Consumer,India,Pune,West,Fur-Cha-268,Furniture,Chairs,Chairs Item 46,50089.46,5,0.2,-9391.77
IN-2022-101060,2020-12-01,2020-12-08,CUST-0296,Customer 0296,Consumer,India,Lucknow,North,Off-Sto-827,Office Supplies,Storage,Storage Item 37,3197.38,1,0.0,479.61
IN-2021-103154,2020-12-01,2020-12-06,CUST-0008,Customer 0008,Corporate,India,Chandigarh,North,Off-Bin-452,Office Supplies,Binders,Binders Item 36,14921.96,5,0.1,829.0
IN-2021-101682,2020-12-02,2020-12-04,CUST-0212,Customer 0212,Home Office,India,Bangalore,South,Tec-Mac-950,Technology,Machines,Machines Item 41,18685.56,1,0.0,4671.39
IN-2022-102248,2020-12-02,2020-12-07,CUST-0301,Customer 0301,Home Office,India,Bangalore,South,Off-Bin-660,Office Supplies,Binders,Binders Item 1,6151.32,2,0.0,922.7
IN-2022-101325,2020-12-02,2020-12-07,CUST-0486,Customer 0486,Corporate,India,Pune,West,Fur-Fur-304,Furniture,Furnishings,Furnishings Item 39,132197.65,9,0.0,6609.88
IN-2019-101912,2020-12-02,2020-12-08,CUST-0242,Customer 0242,Corporate,India,Chennai,South,Tec-Cop-668,Technology,Copiers,Copiers Item 24,78437.33,10,0.0,19609.33
IN-2020-100205,2020-12-02,2020-12-09,CUST-0439,Customer 0439,Home Office,India,Hyderabad,South,Tec-Acc-838,Technology,Accessories,Accessories Item 2,159696.29,8,0.0,39924.07
IN-2022-102949,2020-12-03,2020-12-04,CUST-0479,Customer 0479,Home Office,India,Hyderabad,South,Fur-Boo-515,Furniture,Bookcases,Bookcases Item 23,13429.96,1,0.0,671.5
IN-2019-103830,2020-12-04,2020-12-10,CUST-0260,Customer 0260,Home Office,India,Bangalore,South,Off-Bin-498,Office Supplies,Binders,Binders Item 50,12233.02,9,0.0,1834.95
IN-2022-104450,2020-12-04,2020-12-07,CUST-0165,Customer 0165,Consumer,India,Bhubaneswar,East,Fur-Tab-192,Furniture,Tables,Tables Item 14,9717.54,1,0.0,485.88
IN-2021-100035,2020-12-04,2020-12-10,CUST-0396,Customer 0396,Corporate,India,Mumbai,West,Tec-Pho-455,Technology,Phones,Phones Item 35,104459.74,7,0.0,26114.93
IN-2020-104602,2020-12-04,2020-12-11,CUST-0305,Customer 0305,Consumer,India,Bangalore,South,Off-Art-991,Office Supplies,Art,Art Item 10,2574.32,2,0.2,-160.89
IN-2020-102343,2020-12-04,2020-12-07,CUST-0492,Customer 0492,Home Office,India,Guwahati,East,Fur-Tab-584,Furniture,Tables,Tables Item 7,106562.79,8,0.0,5328.14
IN-2019-103015,2020-12-04,2020-12-11,CUST-0066,Customer 0066,Corporate,India,Surat,West,Off-Pap-941,Office Supplies,Paper,Paper Item 3,10608.98,6,0.0,1591.35
IN-2020-103933,2020-12-04,2020-12-11,CUST-0083,Customer 0083,Home Office,India,Ahmedabad,West,Tec-Mac-265,Technology,Machines,Machines Item 33,23146.66,3,0.1,3857.78
IN-2021-100344,2020-12-04,2020-12-10,CUST-0095,Customer 0095,Corporate,India,Bangalore,South,Tec-Cop-383,Technology,Copiers,Copiers Item 50,107683.26,7,0.0,26920.82
IN-2019-104666,2020-12-05,2020-12-10,CUST-0159,Customer 0159,Consumer,India,Ahmedabad,West,Tec-Mac-855,Technology,Machines,Machines Item 41,160916.79,10,0.1,26819.46
IN-2022-104682,2020-12-05,2020-12-09,CUST-0329,Customer 0329,Home Office,India,Chennai,South,Off-Sto-544,Office Supplies,Storage,Storage Item 15,2767.39,1,0.1,153.74
IN-2020-100467,2020-12-05,2020-12-09,CUST-0159,Customer 0159,Home Office,India,Hyderabad,South,Fur-Tab-158,Furniture,Tables,Tables Item 16,83455.64,9,0.0,4172.78
IN-2021-102569,2020-12-05,2020-12-07,CUST-0279,Customer 0279,Home Office,India,Chandigarh,North,Tec-Cop-132,Technology,Copiers,Copiers Item 12,14206.86,1,0.2,887.93
IN-2019-101122,2020-12-05,2020-12-09,CUST-0334,Customer 0334,Corporate,India,Mumbai,West,Off-Pap-812,Office Supplies,Paper,Paper Item 37,24921.12,9,0.0,3738.17
IN-2022-101142,2020-12-06,2020-12-12,CUST-0409,Customer 0409,Consumer,India,Hyderabad,South,Fur-Boo-933,Furniture,Bookcases,Bookcases Item 47,37563.86,7,0.0,1878.19
IN-2019-102976,2020-12-06,2020-12-11,CUST-0382,Customer 0382,Corporate,India,Patna,East,Fur-Cha-144,Furniture,Chairs,Chairs Item 20,24067.66,10,0.0,1203.38
IN-2019-104991,2020-12-06,2020-12-07,CUST-0429,Customer 0429,Corporate,India,Pune,West,Fur-Boo-468,Furniture,Bookcases,Bookcases Item 43,9822.05,4,0.2,-1841.63
IN-2020-104785,2020-12-06,2020-12-08,CUST-0109,Customer 0109,Corporate,India,Lucknow,North,Fur-Fur-554,Furniture,Furnishings,Furnishings Item 9,95321.73,10,0.0,4766.09
IN-2019-102763,2020-12-06,2020-12-11,CUST-0165,Customer 0165,Consumer,India,Pune,West,Tec-Cop-136,Technology,Copiers,Copiers Item 13,58833.18,10,0.0,14708.29
IN-2021-102686,2020-12-06,2020-12-11,CUST-0326,Customer 0326,Consumer,India,Ahmedabad,West,Fur-Boo-433,Furniture,Bookcases,Bookcases Item 36,55144.78,5,0.0,2757.24
IN-2021-101266,2020-12-06,2020-12-12,CUST-0076,Customer 0076,Corporate,India,Delhi,North,Off-Pap-766,Office Supplies,Paper,Paper Item 32,4356.65,7,0.0,653.5
IN-2022-101937,2020-12-07,2020-12-13,CUST-0274,Customer 0274,Corporate,India,Pune,West,Fur-Cha-353,Furniture,Chairs,Chairs Item 27,132194.09,10,0.1,-7344.12
IN-2019-100151,2020-12-07,2020-12-10,CUST-0386,Customer 0386,Home Office,India,Mumbai,West,Tec-Pho-918,Technology,Phones,Phones Item 35,28314.62,3,0.1,4719.1
IN-2020-101574,2020-12-07,2020-12-10,CUST-0356,Customer 0356,Consumer,India,Ahmedabad,West,Tec-Cop-689,Technology,Copiers,Copiers Item 34,31678.19,6,0.0,7919.55
IN-2019-103285,2020-12-07,2020-12-08,CUST-0025,Customer 0025,Consumer,India,Chandigarh,North,Fur-Tab-560,Furniture,Tables,Tables Item 6,38080.21,7,0.1,-2115.57
IN-2022-104522,2020-12-07,2020-12-09,CUST-0477,Customer 0477,Consumer,India,Patna,East,Tec-Mac-793,Technology,Machines,Machines Item 42,49620.22,5,0.0,12405.06
IN-2019-104755,2020-12-07,2020-12-09,CUST-0397,Customer 0397,Consumer,India,Mumbai,West,Fur-Fur-487,Furniture,Furnishings,Furnishings Item 30,13095.15,6,0.1,-727.51
IN-2022-103219,2020-12-07,2020-12-11,CUST-0484,Customer 0484,Corporate,India,Patna,East,Off-Bin-145,Office Supplies,Binders,Binders Item 41,33627.97,10,0.1,1868.22
IN-2020-104640,2020-12-07,2020-12-10,CUST-0314,Customer 0314,Corporate,India,Mumbai,West,Fur-Boo-140,Furniture,Bookcases,Bookcases Item 22,54342.56,6,0.1,-3019.03
IN-2020-104508,2020-12-07,2020-12-12,CUST-0489,Customer 0489,Home Office,India,Bhubaneswar,East,Off-Sto-134,Office Supplies,Storage,Storage Item 12,13519.87,7,0.1,751.1
IN-2019-101357,2020-12-07,2020-12-12,CUST-0441,Customer 0441,Corporate,India,Bangalore,South,Fur-Tab-429,Furniture,Tables,Tables Item 16,42456.08,3,0.0,2122.8
IN-2022-101164,2020-12-07,2020-12-09,CUST-0368,Customer 0368,Home Office,India,Chandigarh,North,Off-Art-572,Office Supplies,Art,Art Item 48,21930.0,10,0.1,1218.33
IN-2019-103043,2020-12-08,2020-12-11,CUST-0020,Customer 0020,Corporate,India,Pune,West,Off-Bin-338,Office Supplies,Binders,Binders Item 47,15969.42,6,0.0,2395.41
IN-2020-104968,2020-12-08,2020-12-15,CUST-0179,Customer 0179,Home Office,India,Mumbai,West,Fur-Fur-655,Furniture,Furnishings,Furnishings Item 42,5072.52,3,0.2,-951.1
IN-2019-103047,2020-12-08,2020-12-10,CUST-0144,Customer 0144,Home Office,India,Surat,West,Fur-Boo-458,Furniture,Bookcases,Bookcases Item 7,98326.44,9,0.1,-5462.58
IN-2019-101585,2020-12-08,2020-12-14,CUST-0149,Customer 0149,Home Office,India,Chennai,South,Tec-Mac-770,Technology,Machines,Machines Item 43,73372.98,7,0.0,18343.24
IN-2019-100809,2020-12-08,2020-12-13,CUST-0088,Customer 0088,Consumer,India,Surat,West,Off-Bin-432,Office Supplies,Binders,Binders Item 26,6106.73,8,0.1,339.26
IN-2020-100114,2020-12-08,2020-12-09,CUST-0343,Customer 0343,Home Office,India,Chennai,South,Fur-Cha-523,Furniture,Chairs,Chairs Item 22,86543.7,8,0.1,-4807.98
IN-2022-101359,2020-12-08,2020-12-15,CUST-0409,Customer 0409,Consumer,India,Guwahati,East,Fur-Tab-404,Furniture,Tables,Tables Item 32,17657.05,2,0.0,882.85
IN-2021-101902,2020-12-09,2020-12-16,CUST-0482,Customer 0482,Corporate,India,Surat,West,Off-Sto-227,Office Supplies,Storage,Storage Item 26,18026.19,6,0.2,-1126.64
IN-2020-103419,2020-12-09,2020-12-12,CUST-0212,Customer 0212,Consumer,India,Pune,West,Fur-Fur-782,Furniture,Furnishings,Furnishings Item 39,34016.37,6,0.1,-1889.8
IN-2020-101935,2020-12-09,2020-12-16,CUST-0227,Customer 0227,Corporate,India,Mumbai,West,Tec-Acc-359,Technology,Accessories,Accessories Item 2,51720.38,6,0.0,12930.1
IN-2020-102238,2020-12-10,2020-12-14,CUST-0198,Customer 0198,Consumer,India,Pune,West,Fur-Cha-690,Furniture,Chairs,Chairs Item 11,23231.95,6,0.1,-1290.66
IN-2019-101328,2020-12-10,2020-12-11,CUST-0169,Customer 0169,Home Office,India,Pune,West,Fur-Tab-339,Furniture,Tables,Tables Item 22,56489.38,4,0.0,2824.47
IN-2020-101971,2020-12-10,2020-12-14,CUST-0270,Customer 0270,Corporate,India,Ahmedabad,West,Off-Bin-935,Office Supplies,Binders,Binders Item 40,14181.51,4,0.0,2127.23
IN-2021-102053,2020-12-10,2020-12-14,CUST-0012,Customer 0012,Corporate,India,Mumbai,West,Fur-Tab-160,Furniture,Tables,Tables Item 6,132378.82,9,0.0,6618.94
IN-2022-104463,2020-12-10,2020-12-15,CUST-0063,Customer 0063,Consumer,India,Chandigarh,North,Off-Pap-315,Office Supplies,Paper,Paper Item 50,16185.89,10,0.0,2427.88
IN-2019-100619,2020-12-10,2020-12-16,CUST-0160,Customer 0160,Home Office,India,Mumbai,West,Off-Art-217,Office Supplies,Art,Art Item 5,2647.13,1,0.0,397.07
IN-2020-100767,2020-12-11,2020-12-18,CUST-0424,Customer 0424,Home Office,India,Chennai,South,Fur-Boo-648,Furniture,Bookcases,Bookcases Item 21,17735.74,2,0.1,-985.32
IN-2020-102629,2020-12-11,2020-12-16,CUST-0020,Customer 0020,Home Office,India,Ahmedabad,West,Tec-Pho-803,Technology,Phones,Phones Item 19,44530.9,5,0.0,11132.72
IN-2019-103270,2020-12-11,2020-12-14,CUST-0470,Customer 0470,Home Office,India,Kolkata,East,Tec-Pho-269,Technology,Phones,Phones Item 48,95603.67,8,0.0,23900.92
IN-2021-102875,2020-12-11,2020-12-14,CUST-0056,Customer 0056,Corporate,India,Pune,West,Tec-Acc-133,Technology,Accessories,Accessories Item 26,56653.6,9,0.1,9442.27
IN-2021-100082,2020-12-12,2020-12-15,CUST-0496,Customer 0496,Home Office,India,Surat,West,Fur-Cha-417,Furniture,Chairs,Chairs Item 36,39502.23,7,0.1,-2194.57
IN-2019-101287,2020-12-12,2020-12-15,CUST-0474,Customer 0474,Consumer,India,Ahmedabad,West,Tec-Mac-182,Technology,Machines,Machines Item 38,52721.17,7,0.0,13180.29
IN-2022-101825,2020-12-12,2020-12-16,CUST-0293,Customer 0293,Corporate,India,Kolkata,East,Tec-Pho-389,Technology,Phones,Phones Item 31,168268.25,10,0.1,28044.71
IN-2020-102239,2020-12-13,2020-12-15,CUST-0040,Customer 0040,Corporate,India,Bangalore,South,Tec-Mac-496,Technology,Machines,Machines Item 3,24072.68,2,0.0,6018.17
IN-2020-100559,2020-12-13,2020-12-17,CUST-0282,Customer 0282,Corporate,India,Patna,East,Tec-Acc-493,Technology,Accessories,Accessories Item 6,125790.53,10,0.2,7861.91
IN-2019-104908,2020-12-13,2020-12-15,CUST-0188,Customer 0188,Corporate,India,Lucknow,North,Off-Sto-184,Office Supplies,Storage,Storage Item 47,5462.8,4,0.0,819.42
IN-2021-103621,2020-12-13,2020-12-19,CUST-0275,Customer 0275,Corporate,India,Delhi,North,Off-Art-619,Office Supplies,Art,Art Item 23,2049.99,6,0.0,307.5
IN-2019-104289,2020-12-13,2020-12-17,CUST-0438,Customer 0438,Home Office,India,Delhi,North,Tec-Cop-466,Technology,Copiers,Copiers Item 1,8265.2,1,0.0,2066.3
IN-2020-101939,2020-12-14,2020-12-17,CUST-0265,Customer 0265,Consumer,India,Surat,West,Tec-Cop-310,Technology,Copiers,Copiers Item 13,94339.4,5,0.0,23584.85
IN-2021-102675,2020-12-14,2020-12-16,CUST-0165,Customer 0165,Corporate,India,Patna,East,Off-Art-391,Office Supplies,Art,Art Item 32,1683.21,3,0.0,252.48
